Flight Number,Flight Departure Date,Aircraft Registration Number,Departure Airport Code,Arrival Airport Code,Aircraft Payload,Available Payload,Maximum Zero Fuel Weight (Kgs),Actual Zero Fuel Weight (Kgs),Take Off Fuel,Maximum Take Off Weight (Kgs),Actual Take Off Weight (Kgs),Trip Fuel Leg,Maximum Landing Weight (Kgs),Actual Landing Weight (Kgs),First Class Flown Passenger,Business Class Flown Passenger,Economy Class Flown Passenger,Total Male,Total Female,Total Children,Total Infants,Total Passenger Weight (Kgs),Total Compartment Weight (Kgs),Total Baggage Weight Leg (Kgs),Total Cargo Weight Leg (Kgs),Total Mail Weight Leg (Kgs),Total Engg Weight Leg (Kgs),Dry Operating Weight (Kgs),Cockpit Crew Count,Cabin Crew Count,First Class Non Revenue Passenger,Business Class Non Revenue Passenger,Economy Class Non Revenue Passenger,Dom Intl Flag
9I0506,17/07/2019,VTRKL,AGX,COK,5090,1372,21000,15238,2270,21226,17508,800,22350,16708,0,0,17,12,3,2,1,1205,167,150,15,2,0,13866,2,3,0,0,1,D
9I0506,17/07/2019,VTRKL,COK,BLR,4222,6734,21000,18088,2400,23000,20488,957,22350,19531,0,0,50,30,20,0,0,3825,397,386,0,0,0,13866,2,3,0,0,0,D
9I0506,18/07/2019,VTRKL,AGX,COK,1694,4730,21000,15560,2150,20746,17710,800,22350,16910,0,0,21,19,2,0,0,1575,119,73,0,8,0,13866,2,3,0,0,0,D
9I0506,19/07/2019,VTRKL,AGX,COK,7019,2255,21000,16036,2200,23000,18236,720,22350,17516,0,0,31,24,5,2,1,2255,0,0,0,0,0,13781,2,2,0,0,0,D
9I0506,19/07/2019,VTRKL,COK,BLR,6219,3875,21000,17656,3000,23000,20656,1000,22350,19656,0,0,49,32,15,2,0,3595,280,280,0,0,0,13781,2,2,0,0,0,D
9I0506,20/07/2019,VTRKL,AGX,COK,3415,4730,21000,17196,2150,20661,19346,800,22350,18546,0,0,42,33,7,2,1,3080,335,22,0,6,0,13781,2,2,0,0,0,D
9I0506,20/07/2019,VTRKL,COK,BLR,3205,6819,21000,16986,2400,23000,19386,957,22350,18429,0,0,40,28,11,1,0,2960,245,245,0,0,0,13781,2,2,0,0,0,D
9I0506,21/07/2019,VTRKL,AGX,COK,1653,5234,21000,15519,2200,21300,17719,720,22350,16999,0,0,20,15,4,1,1,1470,183,159,8,1,0,13866,2,3,0,0,0,D
9I0506,21/07/2019,VTRKL,COK,BLR,3768,6819,21000,17549,2400,23000,19949,957,22350,18992,0,0,46,31,15,0,1,3460,308,308,0,0,0,13781,2,2,0,0,0,D
9I0506,22/07/2019,VTRKL,AGX,COK,5234,949,21000,14815,2200,21300,17015,753,22350,16262,0,0,12,8,4,0,1,910,39,39,0,0,0,13866,2,3,0,0,1,D
